id,code,name_en,name_cn,measure_means,district,longtitude,latitude,heigh,lithology,address,staff_name,phone,image,note,project_source
1,37278,,监测中心台,qiangzhen,省局,117.2225,36.6486,16.0,,,,,,,
2,37150,37TAN,泰安台,qiangzhen,泰安,117.1249,36.2126,247.0,基岩,泰安地震台,,,,,
3,37001,,泰安台（国家台）,qiangzhen,泰安,117.1249,36.2126,247.0,洞室,,,,,,
4,,,肥城,qiangzhen,泰安,116.7438,36.1746,182.17,基岩,,,,,,
5,,,宁阳,qiangzhen,泰安,116.8945,35.8408,128.99,基岩,,,,,,
6,37777,,岱岳,qiangzhen,泰安,117.2591,36.0056,218.84,基岩,,,,,,
7,,,新泰,qiangzhen,泰安,117.7633,35.9474,280.0,,,,,,,
8,,,东平,qiangzhen,泰安,116.4631,35.9395,77.95,基岩,,,,,,
9,37002,37YTT,烟台,qiangzhen,烟台,120.7458,37.8011,62.0,基岩,烟台市芝罘区南山沟17号,,,,,
10,37002,,烟台,qiangzhen,烟台,121.386,37.5231,57.09,基岩,烟台市芝罘区南山沟17号,,,,,
11,37178,37LKT,龙口,qiangzhen,烟台,120.5108,37.648,34.0,土层,龙口市双语实验小学,,,,,
12,37182,37LYT,莱阳,qiangzhen,烟台,120.7445,36.9105,39.0,土层,莱阳市照旺庄中学,,,,,
13,37176,37LZH,莱州,qiangzhen,烟台,119.9506,37.1931,69.0,土层,莱州市双语学校,,,,,
14,37179,37PLT,蓬莱,qiangzhen,烟台,120.7458,37.801,57.0,土层,蓬莱市港南路实验中学,,,,,
15,37177,37ZHY,招远,qiangzhen,烟台,120.4134,37.3549,89.0,土层,招远市泉山小学,,,,,
16,37175,37JCT,莱州金城,qiangzhen,烟台,120.11,37.4164,28.0,土层,莱州市金城中学,,,,,
17,37181,37QXT ,栖霞,qiangzhen,烟台,120.8158,37.2975,28.0,土层,栖霞市迎宾路西,,,,,
18,,37JG3,牟平养马岛,qiangzhen,烟台,121.61,37.44,0.0,结构台,烟台牟平养马岛大桥,,,,,
19,37183,37GSD,崮寺店,qiangzhen,烟台,120.9716,37.6083,61.0,土层,大辛店镇仙人李家,,,,,
20,37153,37CHD,长岛,qiangzhen,烟台,120.7417,37.9125,27.0,基岩,长岛县乐园大街,,,,,
21,37143,,海阳,qiangzhen,烟台,121.3236,36.8197,75.31,,海阳市盘石店镇姜格庄村,,,,,
22,,,牟平,qiangzhen,烟台,121.6406,37.2762,154.18,,烟台市牟平区玉林店镇五爪山,,,,,
23,,,福山,qiangzhen,烟台,121.2653,37.5188,35.67,,烟台市实验中学,,,,,
24,,,莱山,qiangzhen,烟台,121.4512,37.3221,0.0,,李家疃,,,,,
25,37144,37BHC,北隍城,qiangzhen,烟台,120.9094,38.3916,58.69,,,,,,,
26,,,海阳十二五,qiangzhen,烟台,121.1593,37.0225,201.2,,,,,,,
27,37155,37LCH,聊城,qiangzhen,聊城,116.036,36.4314,25.0,土层,聊城市军王屯村聊城地震台,,,,,
28,37156,37SHX,莘县,qiangzhen,聊城,115.6864,36.2408,46.7,土层,莘县甘泉路一中新校院内,,,,,
29,37154,37LQT,临清(LANTRONIX),qiangzhen,聊城,115.7197,36.836,35.0,土层,临清县永青路实验小学,,,,,
30,,,茬平,qiangzhen,聊城,116.2595,36.594,40.52,,,,,,,
31,37241,37241,阳谷,qiangzhen,聊城,115.7918,36.1241,46.12,,,,,,,
32,,,东阿,qiangzhen,聊城,116.24,36.33,0.0,,,,,,,
33,,,冠县,qiangzhen,聊城,115.37,36.52,0.0,,,,,,,
34,,,高唐,qiangzhen,聊城,116.2511,36.855,25.35,,,,,,,
35,37161,37CSH,苍山,qiangzhen,临沂,118.0667,34.8503,64.0,土层,苍山县东苑高级中学,,,,,
36,37164,37JUN,莒南,qiangzhen,临沂,118.6606,35.3505,96.0,土层,莒南县汀水外镇小官庄村,,,,,
37,37162,37LIY,临沂,qiangzhen,临沂,118.3318,35.0652,73.0,土层,,,,,,
38,37160,37TCH,郯城,qiangzhen,临沂,118.3398,34.6312,48.0,土层,郯城县第一中学,,,,,
39,37151,37LIS,临沭,qiangzhen,临沂,118.6849,34.951,143.0,基岩,临沭滨海革命烈士陵园,,,,,
40,,,费县芍药山台,qiangzhen,临沂,117.952,35.157,0.0,,,,,,,
41,,,平邑东阳中学台,qiangzhen,临沂,117.6473,35.46,169.4,,,,,,,
42,,,沂南地震局台,qiangzhen,临沂,118.46,35.551,0.0,,,,,,,
43,,,沂水,qiangzhen,临沂,118.627,35.7879,186.73,,,,,,,
44,,,沂水泉庄台,qiangzhen,临沂,118.42,35.92,0.0,,,,,,,
45,,,蒙阴刘洪公园台,qiangzhen,临沂,117.9266,35.6957,220.24,,,,,,,
46,,,相公庄地震台,qiangzhen,临沂,118.494,35.112,0.0,,,,,,,
47,,,半程实践基地台,qiangzhen,临沂,118.3053,35.2317,94.22,,,,,,,
48,,,郯城麦坡台,qiangzhen,临沂,118.424,34.543,0.0,,,,,,,
49,,,莒南十二五,qiangzhen,临沂,118.845,35.172,126.81,,,,,,,
50,37256,QULQ,圈里台,qiangzhen,临沂,118.803,36.1488,251.0,土层,临沂市圈里镇政府院内,,,,,
51,37172,37ANQ,安丘,qiangzhen,潍坊,119.2183,36.3738,101.0,土层,安丘冯家坊村,,,,,
52,37168,37HHT,海化,qiangzhen,潍坊,118.9817,37.1246,24.43,土层,滨海开发区海源街海化宣传文化中心,,,,,
53,37173,37JYT,诸城贾悦,qiangzhen,潍坊,119.1795,36.0227,18.0,土层,诸城市贾悦中心中学,,,,,
54,37171,37LTT,昌邑柳疃,qiangzhen,潍坊,119.4056,36.9529,13.0,土层,柳疃镇姜家寨村,,,,,
55,37174,37SHL,临朐上林,qiangzhen,潍坊,118.6788,36.5314,314.03,土层,上林镇马家洼村,,,,,
56,37169,37DTT,稻田,qiangzhen,潍坊,118.91,36.8297,14.0,土层,稻田镇官路村,,,,,
57,37167,37WFT,潍坊(NC600),qiangzhen,潍坊,119.1208,36.7412,31.0,土层,,,,,,
58,37170,37XSH,峡山水库,qiangzhen,潍坊,119.41,36.5106,61.0,土层,庞家山后村峡山街,,,,,
59,,37GMT,高密,qiangzhen,潍坊,119.7975,36.4133,33.0,基岩,,,,,,
60,,,云门山,qiangzhen,潍坊,118.4544,36.6423,346.14,,,,,,,
61,37265,,昌乐首阳山,qiangzhen,潍坊,118.8853,36.689,188.35,,,,,,,
62,,,寒亭,qiangzhen,潍坊,119.2066,36.7992,28.92,,,,,,,
63,,,临朐十二五,qiangzhen,潍坊,118.4852,36.4088,181.6,,,,,,,
64,,,青州十二五,qiangzhen,潍坊,118.6134,36.7001,50.6,,,,,,,
65,37157,37JCH,鄄城,qiangzhen,菏泽,115.5008,35.5861,59.0,土层,鄄城县梁堂村,,,,,
66,37159,37HZT,菏泽(LANTRONIX),qiangzhen,菏泽,115.427,35.0858,42.0,土层,菏泽市定陶电磁台,,,,,
67,37158,37DMT,东明,qiangzhen,菏泽,115.2085,35.3247,44.0,土层,武胜桥乡团居村,,,,,
68,37205,,曹县,qiangzhen,菏泽,115.5363,34.8265,58.0,,,,,,,
69,,,巨野,qiangzhen,菏泽,116.05,35.4,0.0,,,,,,,
70,,,单县,qiangzhen,菏泽,116.0818,34.7522,43.77,,,,,,,
71,,,郓城,qiangzhen,菏泽,115.9171,35.6009,66.02,,,,,,,
72,37132,37CHW,成武,qiangzhen,菏泽,115.8689,34.943,39.37,基岩,,,,,,
73,37212,MUDQ,牡丹台,qiangzhen,菏泽,115.6872,35.3361,24.0,土层,菏泽市牡丹区安兴镇初级中学院内,,,,,
74,37219,37BZH,滨洲,qiangzhen,滨州,117.9637,37.3826,0.0,土层,滨州市滨城区,,,,,
75,,,邹平,qiangzhen,滨州,117.7246,36.9315,23.48,,,,,,,
76,,,博兴,qiangzhen,滨州,118.104,37.1543,13.92,,,,,,,
